cue_en,target_en,condition,route_cue_zh,route_target_zh,str_en,"str_zh, alignment weighted",str_zh,rw_en,"rw_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_cue_other_translations,route_target_other_translations,cov_distance,cue_len,target_len,cue_zh,target_zh,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,changed,reason,cue_duplicated,target_duplicated,has_duplicate
log,tree,M+E+,木头,树,0.13809524476528168,0.026992067694664,,0.22919900715351105,0.11683709174394608,29.0,2.726198673248291,0.2718109786510467,0.3510806560516357,1.0,0.38945695757865906,[],"[{'zh': '大树', 'rcs': 0.3920817971229553, 'w': 0.3894569459129817}, {'zh': '树木', 'rcs': 0.4441355466842651, 'w': 0.22108610817403662}]",1.036199488047375,3,4,木头,大树,0.61934423,0.80540377,0.712374,0.2735067,0.4329255,0.3532161,,,,,
log,skull,M+E-,木头,脑袋,0.0,0.014851485379040241,,0.01837930642068386,0.058400001376867294,0.0,1.5,0.2718109786510467,0.3159124553203583,1.0,0.5,[],"[{'zh': '头骨', 'rcs': 0.5555534362792969, 'w': 0.5}]",0.9843100001982995,3,5,木头,头骨,0.61934423,0.74810874,0.6837265,0.2735067,0.3941793,0.333843,,,,,
log,river,M-E+,,,0.014285714365541935,0.0,,0.05245033651590347,0.018625283613801003,3.0,0.0,,,,,,,1.278014545309662,3,5,木头,河流,0.61934423,0.82681257,0.72307837,0.2735067,0.5053446,0.38942567,,,,,
loud,yell,M+E+,大声,喊叫,0.02283105067908764,0.007504388224333525,,0.35289791226387024,0.1735832393169403,5.0,0.8780133724212646,0.3974224627017975,0.4403048455715179,1.0,0.2278231978416443,[],"[{'zh': '呐喊', 'rcs': 0.2807372212409973, 'w': 0.4390066994987985}, {'zh': '欢呼', 'rcs': 0.3175866305828094, 'w': 0.18876978998664773}, {'zh': '叫嚷', 'rcs': 0.393348753452301, 'w': 0.14440030688877328}]",0.4343430724525923,4,4,大声,呐喊,0.7684116,0.75857437,0.76349294,0.093171984,0.42855528,0.26086363,,,,,
loud,voice,M+E+,大声,声音,0.013698630034923553,0.04273504391312599,,0.2979990541934967,0.385699987411499,3.0,5.0,0.3974224627017975,0.4346926212310791,1.0,1.0,[],[],0.7414069996818501,4,5,大声,声音,0.7684116,0.7235539,0.74598277,0.093171984,0.20194404,0.147558,,,,,
loud,peep,M+E-,大声,说话,0.0,0.07280778884887695,,0.07312024384737015,0.19750776886940002,0.0,8.518510818481445,0.3974224627017975,0.2173470556735992,1.0,0.6084650754928589,[],"[{'zh': '朋友', 'rcs': 0.2252739816904068, 'w': 0.39153492361264136}]",1.2324403447516106,4,4,大声,说话,0.7684116,0.5270037,0.64770764,0.093171984,0.019768681,0.056470335,,,,,
loud,stink,M+E-,大声,吵闹,0.0,0.05128205195069313,,0.03773590549826622,0.4885999858379364,0.0,6.0,0.3974224627017975,0.2834409177303314,1.0,1.0,[],[],0.7692463938839244,4,5,大声,吵闹,0.7684116,0.36970693,0.56905925,0.093171984,0.0025999595,0.047885973,,,,,
loud,volume,M-E+,,,0.027397260069847107,0.0,,0.25701022148132324,0.015623265877366066,6.0,0.0,,,,,,,1.4878468480651534,4,6,大声,卷,0.7684116,0.5494763,0.65894395,0.093171984,0.056216206,0.0746941,,,,,
loud,mouth,M-E+,,,0.013698630034923553,0.0,,0.14951598644256592,0.026599286124110222,3.0,0.0,,,,,,,1.1835520026154542,4,5,大声,口,0.7684116,0.7812085,0.7748101,0.093171984,0.26381087,0.17849143,,,,,
low,level,M+E+,低,水平,0.019108280539512634,0.008935132995247841,,0.18409593403339386,0.10992447286844254,3.0,0.9381889700889587,0.4294463396072387,0.4021556079387665,1.0,0.3127296566963196,[],"[{'zh': '层次', 'rcs': 0.3056672513484955, 'w': 0.24603614974513022}, {'zh': '高度', 'rcs': 0.383238822221756, 'w': 0.16480513150049492}, {'zh': '质量', 'rcs': 0.3732706010341644, 'w': 0.14888767438008033}, {'zh': '程度', 'rcs': 0.3054729998111725, 'w': 0.12754137308522684}]",1.0718529626342241,3,5,低,水平,0.74379486,0.7574113,0.7506031,0.089332424,0.13119406,0.11026324,,,,,
low,tiny,M+E-,低,小,0.0,0.02857142873108387,,0.046842336654663086,0.16830000281333923,0.0,3.0,0.4294463396072387,0.2397595345973968,1.0,1.0,[],[],0.6241643915469864,3,4,低,小,0.74379486,0.7488599,0.7463274,0.089332424,0.03771031,0.06352137,,,,,
low,sad,M-E+,,,0.04458598792552948,0.0,,0.08593755960464478,0.021831270307302475,7.0,0.0,,,,,,,0.2554828215374251,3,3,低,伤心,0.74379486,0.7492134,0.7465041,0.089332424,0.10733606,0.09833424,,,,,
low,base,M-E+,,,0.03184713423252106,0.0,,0.16949641704559326,0.021900000050663948,5.0,0.0,,,,,,,0.7412926145080349,3,4,低,基地,0.74379486,0.60050946,0.67215216,0.089332424,0.051020525,0.070176475,,,,,
low,tide,M-E+,,,0.019108280539512634,0.0,,0.12627153098583221,0.03759999945759773,3.0,0.0,,,,,,,1.4177622527546363,3,4,低,潮汐,0.74379486,0.7824514,0.76312315,0.089332424,0.5586028,0.3239676,,,,,
machine,robot,M+E+,机器,机器人,0.09756097197532654,0.05504797399044037,,0.36066269874572754,0.25127631425857544,16.0,6.330516815185547,0.403625875711441,0.3932885229587555,0.45217978954315186,1.0,"[{'zh': '机械', 'rcs': 0.3681373298168182, 'w': 0.3176852208708701}, {'zh': '制造', 'rcs': 0.2593474090099334, 'w': 0.23013497577752465}]",[],1.4067704523317903,7,5,机器,机器人,0.76626587,0.80356884,0.78491735,0.51058114,0.45002422,0.4803027,,,,,
machine,person,M+E-,机器,人,0.0,0.04325198009610176,,0.015294154174625874,0.0159167293459177,0.0,4.973977565765381,0.403625875711441,0.2342890352010727,0.45217978954315186,1.0,"[{'zh': '机械', 'rcs': 0.3681373298168182, 'w': 0.3176852208708701}, {'zh': '制造', 'rcs': 0.2593474090099334, 'w': 0.23013497577752465}]",[],0.8878930072655081,7,6,机器,人,0.76626587,0.69399196,0.7301289,0.51058114,0.08301145,0.2967963,,,,,
machine,washing,M-E+,,,0.05487804859876633,0.0,,0.15008097887039185,0.022111592814326286,9.0,0.0,,,,,,,1.1210773477676734,7,7,机器,洗,0.76626587,0.757978,0.7621219,0.51058114,0.0626826,0.28663188,,,,,
maintain,balance,M+E+,维持,平衡,0.016304347664117813,0.015796484425663948,,0.1356138288974762,0.0656580850481987,3.0,1.611241340637207,0.4563648104667663,0.4408133625984192,0.5191152691841125,0.3879777491092682,"[{'zh': '保持', 'rcs': 0.4280543029308319, 'w': 0.4808847455075831}]","[{'zh': '比较', 'rcs': 0.3009233772754669, 'w': 0.3879777520926464}, {'zh': '均衡', 'rcs': 0.3932273387908935, 'w': 0.2240444958147072}]",0.725387422409449,8,7,维持,平衡,0.7119041,0.6917427,0.7018234,0.22747773,0.07923774,0.15335773,,,,,
maintain,insist,M+E-,保持,坚持,0.0,0.020727790892124176,,0.06851407885551453,0.123972088098526,0.0,2.404423713684082,0.4280543029308319,0.3420653045177459,0.48088473081588745,1.0,"[{'zh': '维持', 'rcs': 0.4563648104667663, 'w': 0.519115254492417}]",[],0.999907932526481,8,6,维持,坚持,0.7119041,0.5695284,0.64071625,0.22747773,0.019061154,0.12326944,,,,,
maintain,cheerful,M+E-,保持,快乐,0.0,0.012436674907803535,,0.012243112549185753,0.03866313025355339,0.0,1.4426541328430176,0.4280543029308319,0.3682022988796234,0.48088473081588745,1.0,"[{'zh': '维持', 'rcs': 0.4563648104667663, 'w': 0.519115254492417}]",[],0.6725492426799492,8,8,维持,快乐,0.7119041,0.7008571,0.7063806,0.22747773,0.17963202,0.20355487,,,,,
maintain,manage,M-E+,,,0.016304347664117813,0.0,,0.21850146353244781,0.030825357884168625,3.0,0.0,,,,,,,1.0515140694117353,8,6,维持,应付,0.7119041,0.64855593,0.68023,0.22747773,0.19259685,0.21003729,,,,,
maintain,repair,M-E+,,,0.016304347664117813,0.0,,0.15410299599170685,0.016680896282196045,3.0,0.0,,,,,,,1.364136253580627,8,6,维持,修理,0.7119041,0.7305017,0.7212029,0.22747773,0.2851589,0.25631833,,,,,
mama,papa,M+E+,妈妈,爸爸,0.12322274595499039,0.045209988951683044,,0.48952654004096985,0.14974892139434814,26.0,5.78687858581543,0.4193300902843475,0.3902774453163147,0.2143288403749466,1.0,"[{'zh': '大妈', 'rcs': 0.3528442680835724, 'w': 0.7856711614554388}]",[],0.4963581334544491,4,4,大妈,爸爸,0.6280759,0.70735765,0.66771674,0.58103603,0.33076245,0.45589924,,,,,
mama,age,M+E-,大妈,年龄,0.0,0.013546054251492023,,0.06208990514278412,0.10751909762620926,0.0,1.5713423490524292,0.3528442680835724,0.2360213696956634,0.7856711745262146,0.5,"[{'zh': '妈妈', 'rcs': 0.4193300902843475, 'w': 0.21432883854456125}]","[{'zh': '老年', 'rcs': 0.3170669674873352, 'w': 0.5}]",1.4399602285360122,4,3,大妈,年龄,0.6280759,0.672521,0.6502985,0.58103603,0.4096937,0.49536484,,,,,
mama,bear,M-E+,,,0.04265403002500534,0.0,,0.1053374707698822,0.0253771785646677,9.0,0.0,,,,,,,0.630058722235469,4,4,大妈,熊,0.6280759,0.8163629,0.7222194,0.58103603,0.2495122,0.4152741,,,,,
mat,yoga,M+E+,垫子,瑜伽,0.07857143133878708,0.03539822995662689,,0.24575869739055634,0.428600013256073,11.0,4.0,0.3063642382621765,0.4214815199375152,1.0,1.0,[],[],0.575659108167619,3,4,垫子,瑜伽,0.7670764,0.7328028,0.74993956,0.11173357,0.20182763,0.1567806,,,,,
mat,booty,M+E-,垫子,屁股,0.0,0.044247787445783615,,0.02816450037062168,0.21050000190734863,0.0,5.0,0.3063642382621765,0.211815521121025,1.0,1.0,[],[],1.1079488895492051,3,5,垫子,屁股,0.7670764,0.62284213,0.6949593,0.11173357,0.035338357,0.073535964,,,,,
mat,bum,M+E-,垫子,屁股,0.0,0.044247787445783615,,0.04654395207762718,0.21050000190734863,0.0,5.0,0.3063642382621765,0.3127879202365875,1.0,1.0,[],[],0.9896434077768315,3,3,垫子,屁股,0.7670764,0.646672,0.7068742,0.11173357,0.07852899,0.09513128,,,,,
mat,bun,M+E-,垫子,屁股,0.0,0.044247787445783615,,0.023319367319345474,0.21050000190734863,0.0,5.0,0.3063642382621765,0.3701540231704712,1.0,1.0,[],[],0.11300514334609825,3,3,垫子,屁股,0.7670764,0.47695416,0.62201524,0.11173357,0.010105428,0.0609195,,,,,
mat,butt,M+E-,垫子,屁股,0.0,0.044247787445783615,,0.05005033686757088,0.21050000190734863,0.0,5.0,0.3063642382621765,0.4348784983158111,1.0,1.0,[],[],1.3864820677850922,3,4,垫子,屁股,0.7670764,0.7246236,0.74584997,0.11173357,0.17101058,0.14137208,,,,,
mat,wipe,M-E+,,,0.02142857201397419,0.0,,0.16858230531215668,0.019099999219179153,3.0,0.0,,,,,,,1.2497111002725245,3,4,垫子,消除,0.7670764,0.5020801,0.6345782,0.11173357,0.006646854,0.059190214,,,,,
meat,beef,M+E+,肉,牛肉,0.13684210181236267,0.05263157933950424,,0.5472329258918762,0.6776000261306763,26.0,7.0,0.5685207843780518,0.6528488397598267,1.0,1.0,[],[],0.4551550940699419,4,4,肉,牛肉,0.8459676,0.85176283,0.8488652,0.49032253,0.40743673,0.44887963,,,,,
meat,red,M+E+,肉,红色,0.07894736528396606,0.007518797181546688,,0.057252731174230576,0.0269333329051733,15.0,1.0,0.5685207843780518,0.3834229111671448,1.0,0.3333333432674408,[],"[{'zh': '红的', 'rcs': 0.2435952574014663, 'w': 0.3333333333333333}, {'zh': '红', 'rcs': 0.3943059742450714, 'w': 0.3333333333333333}]",1.0263009794750912,4,3,肉,红的,0.8459676,0.7974439,0.82170576,0.49032253,0.3534052,0.42186385,,,,,
meat,chicken,M+E+,肉,鸡,0.04736842215061188,0.011278195306658745,,0.33299708366394043,0.33059999346733093,9.0,1.5,0.5685207843780518,0.5386369824409485,1.0,0.5,[],"[{'zh': '鸡肉', 'rcs': 0.4754184782505035, 'w': 0.5}]",1.4705397029133482,4,7,肉,鸡,0.8459676,0.8493176,0.8476426,0.49032253,0.37698808,0.43365532,,,,,
meat,pork,M+E+,肉,猪肉,0.02631578966975212,0.06766917556524277,,0.5083767771720886,0.7171000242233276,5.0,9.0,0.5685207843780518,0.6244938969612122,1.0,1.0,[],[],0.7751927933520643,4,4,肉,猪肉,0.8459676,0.8564856,0.85122657,0.49032253,0.5490882,0.51970536,,,,,
meat,touch,M+E-,肉,吃,0.0,0.02070513926446438,,0.017573438584804535,0.14212583005428314,0.0,2.7537834644317627,0.5685207843780518,0.2017240822315216,1.0,0.30597594380378723,[],"[{'zh': '触摸', 'rcs': 0.3498248159885406, 'w': 0.6222482817801144}, {'zh': '打', 'rcs': 0.2069639414548874, 'w': 0.07177576707765093}]",1.271884671501197,4,5,肉,触摸,0.8459676,0.5634652,0.7047164,0.49032253,0.24174066,0.3660316,,,,,
meat,market,M-E+,,,0.021052632480859756,0.0,,0.16029244661331177,0.03304571285843849,4.0,0.0,,,,,,,0.9933660643894181,4,6,肉,市场,0.8459676,0.771651,0.8088093,0.49032253,0.09831905,0.2943208,,,,,
media,news,M+E+,媒体,新闻,0.14009661972522736,0.054026469588279724,,0.370339959859848,0.17729327082633972,29.0,6.05096435546875,0.3585670590400696,0.4185450077056885,0.5,0.7118781805038452,"[{'zh': '传媒', 'rcs': 0.2715575098991394, 'w': 0.5}]","[{'zh': '消息', 'rcs': 0.2309300005435943, 'w': 0.2881218429053617}]",1.1944648668859745,5,4,媒体,新闻,0.7705258,0.7357612,0.75314355,0.5171616,0.16517748,0.34116954,,,,,
media,campus,M+E-,传媒,大学,0.0,0.008487221784889698,,0.030409127473831177,0.014911397360265255,0.0,1.0354410409927368,0.2715575098991394,0.2137802988290786,0.5,0.1479201465845108,"[{'zh': '媒体', 'rcs': 0.3585670590400696, 'w': 0.5}]","[{'zh': '校园', 'rcs': 0.3047914206981659, 'w': 0.8520798559841679}]",1.181322401763955,5,6,媒体,校园,0.7705258,0.68898064,0.72975326,0.5171616,0.26682115,0.39199138,,,,,
media,mass,M-E+,,,0.02415458858013153,0.0,,0.05999176576733589,0.018570706248283386,5.0,0.0,,,,,,,0.5190145928736115,5,4,媒体,大多数,0.7705258,0.6085891,0.68955743,0.5171616,0.17297293,0.34506726,,,,,
media,music,M-E+,,,0.019323671236634254,0.0,,0.05139186233282089,0.010657045058906078,4.0,0.0,,,,,,,1.2466904011059554,5,5,媒体,音乐,0.7705258,0.8164149,0.7934704,0.5171616,0.3563554,0.43675852,,,,,
message,phone,M+E+,短信,手机,0.03431372717022896,0.0345802828669548,,0.3746408522129059,0.1672990769147873,7.0,3.2481062412261963,0.3298784792423248,0.4162161350250244,0.40883633494377136,0.3310316503047943,"[{'zh': '留言', 'rcs': 0.2843014895915985, 'w': 0.4088363384979073}, {'zh': '消息', 'rcs': 0.2825506329536438, 'w': 0.12912957197045055}, {'zh': '信息', 'rcs': 0.232557475566864, 'w': 0.05319775103373495}]","[{'zh': '电话', 'rcs': 0.4296647608280182, 'w': 0.6689683530984972}]",1.4061822651956393,7,5,留言,电话,0.74802667,0.7446308,0.7463287,0.07120243,0.08842685,0.07981464,,,,,
message,buddy,M+E-,消息,朋友,0.0,0.009398536756634712,,0.019151434302330017,0.030908025801181793,0.0,0.8176726698875427,0.2825506329536438,0.2560158967971802,0.1291295737028122,1.0,"[{'zh': '留言', 'rcs': 0.2843014895915985, 'w': 0.4088363384979073}, {'zh': '短信', 'rcs': 0.3298784792423248, 'w': 0.4088363384979073}, {'zh': '信息', 'rcs': 0.232557475566864, 'w': 0.05319775103373495}]",[],1.0751690614087657,7,5,留言,朋友,0.74802667,0.7356287,0.7418277,0.07120243,0.14932452,0.110263474,,,,,
message,bottle,M-E+,,,0.0833333358168602,0.0,,0.09411168098449707,0.012707250192761421,17.0,0.0,,,,,,,1.0541486688205943,7,6,留言,瓶子,0.74802667,0.71386576,0.7309462,0.07120243,0.16522732,0.118214875,,,,,
message,massage,M-E+,,,0.04411764815449715,0.0,,0.08620443195104599,0.009239701554179192,9.0,0.0,,,,,,,1.15796873662121,7,7,留言,按摩,0.74802667,0.708188,0.72810733,0.07120243,0.42061505,0.24590874,,,,,
mile,length,M+E+,英里,长度,0.02747252769768238,0.08321923762559891,,0.4643729329109192,0.31482478976249695,5.0,8.321924209594727,0.3918095827102661,0.4575222134590149,1.0,0.6401479840278625,[],"[{'zh': '长', 'rcs': 0.256422221660614, 'w': 0.35985199391660805}]",1.208851466603195,4,6,英里,长度,0.7544205,0.7554534,0.75493693,0.115542576,0.71451336,0.41502798,,,,,
mile,rice,M+E-,英里,米,0.0,0.02500000037252903,,0.024780670180916786,0.03449999913573265,0.0,2.5,0.3918095827102661,0.2004998624324798,1.0,0.25,[],"[{'zh': '米饭', 'rcs': 0.5950742959976196, 'w': 0.25}, {'zh': '大米', 'rcs': 0.5953600406646729, 'w': 0.25}, {'zh': '饭', 'rcs': 0.4602023959159851, 'w': 0.25}]",1.1651549159253267,4,4,英里,米饭,0.7544205,0.86023504,0.80732775,0.115542576,0.17163135,0.14358696,,,,,
mile,smile,M-E+,,,0.032967034727334976,0.0,,0.11819671094417572,0.0034444958437234163,6.0,0.0,,,,,,,1.0955102203425164,4,5,英里,笑容,0.7544205,0.7464853,0.7504529,0.115542576,0.23946562,0.17750409,,,,,
mile,jog,M-E+,,,0.016483517363667488,0.0,,0.3800358772277832,0.02879999950528145,3.0,0.0,,,,,,,1.263508919327749,4,3,英里,慢跑,0.7544205,0.7336579,0.7440392,0.115542576,0.027371375,0.071456976,,,,,
milk,white,M+E+,牛奶,白色,0.19745223224163055,0.013274336233735085,,0.0985090509057045,0.02449999935925007,31.0,1.5,0.6177763938903809,0.4515153765678406,0.5,0.25,"[{'zh': '奶', 'rcs': 0.5055748224258423, 'w': 0.5}]","[{'zh': '白', 'rcs': 0.2417072206735611, 'w': 0.25}, {'zh': '雪白', 'rcs': 0.4313930571079254, 'w': 0.25}, {'zh': '白色的', 'rcs': 0.4358446896076202, 'w': 0.25}]",1.3165070925871973,4,5,牛奶,白,0.8443462,0.7987871,0.8215667,0.17669687,0.652965,0.41483092,,,,,
milk,liquid,M+E+,牛奶,液体,0.019108280539512634,0.013274336233735085,,0.23141302168369293,0.15000000596046448,3.0,1.5,0.6177763938903809,0.6036389470100403,0.5,1.0,"[{'zh': '奶', 'rcs': 0.5055748224258423, 'w': 0.5}]",[],1.350236116170066,4,6,牛奶,液体,0.8443462,0.8113278,0.827837,0.17669687,0.6550811,0.41588897,,,,,
milk,mum,M+E-,奶,妈,0.0,0.010721640661358833,,0.040999576449394226,0.06512351334095001,0.0,1.1686588525772095,0.5055748224258423,0.3762714564800262,0.5,0.5843294262886047,"[{'zh': '牛奶', 'rcs': 0.6177763938903809, 'w': 0.5}]","[{'zh': '妈妈', 'rcs': 0.4451901316642761, 'w': 0.41567056225558385}]",0.9706042038094956,4,3,牛奶,妈,0.8443462,0.72782457,0.78608537,0.17669687,0.3069125,0.24180469,,,,,
milk,baby,M-E+,,,0.025477707386016846,0.0,,0.06749771535396576,0.023960569873452187,4.0,0.0,,,,,,,1.3448124344494312,4,4,牛奶,小孩,0.8443462,0.73960555,0.79197586,0.17669687,0.19951873,0.18810779,,,,,
milk,maid,M-E+,,,0.019108280539512634,0.0,,0.12073053419589996,0.022676195949316025,3.0,0.0,,,,,,,0.42646245226738694,4,4,牛奶,女仆,0.8443462,0.72958326,0.7869648,0.17669687,0.28930375,0.23300031,,,,,
milk,shake,M-E+,,,0.019108280539512634,0.0,,0.1775854080915451,0.005547662731260061,3.0,0.0,,,,,,,0.9326811795021052,4,5,牛奶,摇头,0.8443462,0.41781017,0.6310782,0.17669687,0.026588367,0.101642616,,,,,
monkey,banana,M+E+,猴子,香蕉,0.10762331634759903,0.03247908130288124,,0.17200368642807007,0.1361035704612732,24.0,2.7607216835021973,0.4993607997894287,0.5577446222305298,0.3943888247013092,1.0,"[{'zh': '猴', 'rcs': 0.4219879508018493, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]",[],0.6225648570610016,6,6,猴子,香蕉,0.803336,0.8444719,0.8239039,0.5658823,0.8898525,0.7278674,,,,,
monkey,animal,M+E+,猴,动物,0.04035874456167221,0.014401798136532307,,0.24680911004543304,0.09934816509485245,9.0,1.3969744443893433,0.4219879508018493,0.5035275816917419,0.3943888247013092,0.5903541445732117,"[{'zh': '猴子', 'rcs': 0.4993607997894287, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]","[{'zh': '兽', 'rcs': 0.3038774132728576, 'w': 0.2910345454408785}, {'zh': '牲畜', 'rcs': 0.2842504382133484, 'w': 0.11861132141469986}]",0.31778748054402184,6,6,猴子,动物,0.803336,0.84472525,0.82403064,0.5658823,0.6573555,0.6116189,,,,,
monkey,person,M+E-,猴子,人,0.0,0.018559474498033524,,0.034276332706213,0.03553443402051926,0.0,1.5775552988052368,0.4993607997894287,0.2342890352010727,0.3943888247013092,1.0,"[{'zh': '猴', 'rcs': 0.4219879508018493, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]",[],1.013834476260887,6,6,猴子,人,0.803336,0.69399196,0.748664,0.5658823,0.08301145,0.3244469,,,,,
monkey,bingo,M+E-,猴,好,0.0,0.012197592295706272,,0.012555204331874847,0.012699320912361145,0.0,1.18316650390625,0.4219879508018493,0.2145953923463821,0.3943888247013092,1.0,"[{'zh': '猴子', 'rcs': 0.4993607997894287, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]",[],1.1075862925366906,6,5,猴子,好,0.803336,0.5805541,0.6919451,0.5658823,0.0044899364,0.28518614,,,,,
monkey,wrench,M-E+,,,0.013452914543449879,0.0,,0.10762462764978409,0.02074485272169113,3.0,0.0,,,,,,,1.1529444802170867,6,6,猴子,扳手,0.803336,0.7390088,0.7711724,0.5658823,0.29183486,0.42885858,,,,,
monster,movie,M+E+,怪兽,电影,0.0347222238779068,0.012134097516536713,,0.06253819912672043,0.04412766918540001,5.0,1.2134097814559937,0.442925363779068,0.40373095870018,0.40446993708610535,1.0,"[{'zh': '恶魔', 'rcs': 0.3993792235851288, 'w': 0.40446992510178803}, {'zh': '怪物', 'rcs': 0.4544575214385986, 'w': 0.19106014979642386}]",[],1.4116142245478758,7,5,怪兽,电影,0.7359571,0.75840205,0.74717957,0.14265467,0.6955069,0.41908076,,,,,
monster,angle,M+E-,恶魔,角,0.0,0.01785850152373314,,0.0022059313487261534,0.06996042281389236,0.0,2.0715861320495605,0.3993792235851288,0.2185849845409393,0.40446993708610535,0.7316758632659912,"[{'zh': '怪兽', 'rcs': 0.442925363779068, 'w': 0.40446992510178803}, {'zh': '怪物', 'rcs': 0.4544575214385986, 'w': 0.19106014979642386}]","[{'zh': '角度', 'rcs': 0.3891266286373138, 'w': 0.26832411603542305}]",1.1187517500996194,7,5,怪兽,角,0.7359571,0.62731457,0.68163586,0.14265467,0.16969074,0.15617271,,,,,
monster,truck,M-E+,,,0.0416666679084301,0.0,,0.04898617044091225,0.010315163061022758,6.0,0.0,,,,,,,1.4683860609095776,7,5,怪兽,货车,0.7359571,0.81588084,0.77591896,0.14265467,0.307892,0.22527334,,,,,
motion,movement,M+E+,动,运动,0.15048544108867645,0.011093296110630035,,0.37575745582580566,0.03867122903466225,31.0,1.3311954736709595,0.2037381082773208,0.345899760723114,0.4110391438007355,0.40482625365257263,"[{'zh': '动作', 'rcs': 0.2580753862857818, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]","[{'zh': '进步', 'rcs': 0.2919689416885376, 'w': 0.5951737585287443}]",0.9921812891293321,6,8,动作,进步,0.7093724,0.62111986,0.6652461,0.14263941,0.13152725,0.13708332,,,,,
motion,movie,M+E-,动作,电影,0.0,0.05708877369761467,,0.03787009045481682,0.055202554911375046,0.0,6.165586948394775,0.2580753862857818,0.40373095870018,0.4110391438007355,1.0,"[{'zh': '动', 'rcs': 0.2037381082773208, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]",[],1.3430066618385386,6,5,动作,电影,0.7093724,0.75840205,0.7338872,0.14263941,0.6955069,0.41907313,,,,,
motion,campaign,M+E-,动,运动,0.0,0.027402611449360847,,0.037174299359321594,0.09552549570798874,0.0,3.288313150405884,0.2037381082773208,0.2373098880052566,0.4110391438007355,1.0,"[{'zh': '动作', 'rcs': 0.2580753862857818, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]",[],1.2274753130243818,6,8,动作,运动,0.7093724,0.31127155,0.510322,0.14263941,0.02444213,0.083540775,,,,,
motion,cinema,M+E-,动作,电影,0.0,0.015371349640190601,,0.044129643589258194,0.01486347895115614,0.0,1.660105586051941,0.2580753862857818,0.3383403122425079,0.4110391438007355,0.2692534625530243,"[{'zh': '动', 'rcs': 0.2037381082773208, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]","[{'zh': '电影院', 'rcs': 0.2190183997154235, 'w': 0.7307465306105213}]",1.1941841618656954,6,6,动作,电影院,0.7093724,0.7162937,0.71283305,0.14263941,0.86976874,0.50620407,,,,,
motion,animal,M+E-,动,动物,0.0,0.014155088923871517,,0.013973611406981945,0.011793211102485657,0.0,1.6986106634140015,0.2037381082773208,0.5035275816917419,0.4110391438007355,0.5903541445732117,"[{'zh': '动作', 'rcs': 0.2580753862857818, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]","[{'zh': '兽', 'rcs': 0.3038774132728576, 'w': 0.2910345454408785}, {'zh': '牲畜', 'rcs': 0.2842504382133484, 'w': 0.11861132141469986}]",0.8936332562128599,6,6,动作,动物,0.7093724,0.84472525,0.7770488,0.14263941,0.6573555,0.39999744,,,,,
motion,bunny,M+E-,动,兔子,0.0,0.010275978595018387,,0.011684315279126167,0.04615969583392143,0.0,1.2331174612045288,0.2037381082773208,0.3943850100040436,0.4110391438007355,1.0,"[{'zh': '动作', 'rcs': 0.2580753862857818, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]",[],1.1978861219849877,6,5,动作,兔子,0.7093724,0.78345,0.7464112,0.14263941,0.071637444,0.107138425,,,,,
motion,sickness,M-E+,,,0.033980581909418106,0.0,,0.06941450387239456,0.003272182308137417,7.0,0.0,,,,,,,1.1268480124943485,6,8,动作,疾病,0.7093724,0.7799919,0.7446822,0.14263941,0.22926068,0.18595004,,,,,
motion,ocean,M-E+,,,0.029126213863492012,0.0,,0.1032295823097229,0.0022125092800706625,6.0,0.0,,,,,,,1.1331332451956555,6,5,动作,海洋,0.7093724,0.855346,0.78235924,0.14263941,0.43111223,0.2868758,,,,,
motion,picture,M-E+,,,0.02427184395492077,0.0,,0.06078825518488884,0.0103998314589262,5.0,0.0,,,,,,,1.3582599664198691,6,7,动作,图像,0.7093724,0.7309157,0.72014403,0.14263941,0.3858099,0.26422465,,,,,
motion,wave,M-E+,,,0.02427184395492077,0.0,,0.11593806743621826,0.006756013724952936,5.0,0.0,,,,,,,1.1992755171197813,6,4,动作,海浪,0.7093724,0.7762306,0.7428015,0.14263941,0.59953934,0.37108937,,,,,
